loan_id,age,salary,district,amount,payments,duration,rating
5893,21,8965,Louny,30000,500,60,C
3132,32,8965,Louny,30000,833,36,C
3419,50,9104,Tabor,30000,625,48,C
2267,51,8254,Chrudim,30000,1250,24,C
877,47,10673,Ostrava - mesto,30000,1250,24,C
2035,24,12541,Praha,30000,2500,12,A
3728,47,9753,Kladno,30000,500,60,C
4211,47,8363,Usti nad Orlici,30000,833,36,C
4945,61,12541,Praha,30000,2500,12,A
1133,55,8402,Prachatice,30000,1250,24,A
4951,41,10124,Praha - vychod,30000,625,48,C
2043,48,9897,Brno,30000,500,60,C
166,48,12541,Praha,30000,500,60,C
756,60,9675,Chomutov,30000,1250,24,C
4738,24,8369,Sumperk,30000,500,60,C
5312,31,9624,Zlin,30000,625,48,C
3629,38,8240,Blansko,30000,500,60,D
1376,61,8512,Zdar nad Sazavou,30000,2500,12,A
330,57,8598,Rakovnik,30000,2500,12,A
2677,36,8743,Brno - venkov,30000,625,48,C
4333,55,8814,Trebic,30000,2500,12,B
1356,52,8705,Decin,30000,1250,24,C
452,52,8965,Louny,30000,625,48,C
2046,38,8110,Bruntal,30000,1250,24,A
5290,28,9624,Zlin,30000,625,48,C
4427,52,8814,Trebic,30000,500,60,C
3749,29,8388,Havlickuv Brod,30000,500,60,D
674,52,8705,Decin,30000,1250,24,C
311,27,9753,Kladno,30000,1250,24,D
3057,43,9045,Cesky Krumlov,30000,500,60,C
1565,65,9675,Chomutov,30000,2500,12,A
4963,64,9624,Zlin,30000,2500,12,A
3099,38,8980,Beroun,30000,625,48,C
87,57,8678,Novy Jicin,30000,1250,24,C
3087,23,8546,Kutna Hora,30000,625,48,D
5518,61,9045,Cesky Krumlov,30000,1250,24,C
2339,42,12541,Praha,30000,833,36,C
4086,29,9307,Kolin,30000,833,36,C
1611,49,8114,Pelhrimov,30000,1250,24,A
4008,41,9753,Kladno,30000,833,36,C
4301,24,12541,Praha,30000,625,48,C
3662,29,8441,Prostejov,30000,833,36,A
869,28,8444,Kromeriz,30000,625,48,D
4734,41,12541,Praha,30000,833,36,C
638,38,12541,Praha,30000,1250,24,C
4736,23,8994,Olomouc,30000,2500,12,A
4436,33,10177,Karvina,30000,500,60,C
339,29,8388,Havlickuv Brod,30000,500,60,D
5848,56,8561,Plzen - jih,30000,625,48,C
3424,56,10177,Karvina,30000,2500,12,C
705,35,9897,Brno,30000,500,60,C
5627,30,8930,Tachov,30000,1250,24,A
4556,33,9897,Brno,30000,500,60,D
5129,51,8772,Breclav,30000,833,36,B
176,53,8388,Havlickuv Brod,30000,625,48,C
80,38,8187,Svitavy,30000,625,48,C
1879,21,12541,Praha,30000,625,48,C
234,62,8187,Svitavy,30000,1250,24,D
38,30,10446,Most,30000,625,48,C
5972,55,8991,Karlovy Vary,30000,2500,12,B
3816,21,8173,Jesenik,30000,500,60,C
4355,53,8561,Plzen - jih,30000,625,48,C
5215,22,8369,Nachod,30000,625,48,C
3276,39,9622,Praha - zapad,30000,2500,12,A
2708,26,8994,Olomouc,30000,833,36,A
570,29,12541,Praha,30000,833,36,C
2179,50,8991,Karlovy Vary,30000,1250,24,C
5698,38,8388,Havlickuv Brod,30000,625,48,C
4168,35,8403,Znojmo,30000,625,48,C
1443,25,8930,Tachov,30000,833,36,B
6180,32,8814,Trebic,30000,2500,12,A
4304,36,9624,Zlin,30000,625,48,C
4054,23,8994,Olomouc,30000,2500,12,A
4912,42,8187,Svitavy,30000,1250,24,C
2393,37,8390,Jicin,30000,500,60,C
5310,62,8899,Nymburk,30000,833,36,C
3174,58,8507,Benesov,30000,833,36,C
1237,62,8444,Kromeriz,30000,1250,24,C
2168,58,8930,Tachov,30000,2500,12,A
4453,63,12541,Praha,30000,833,36,B
2314,20,9753,Kladno,30000,500,60,C
3123,37,8994,Olomouc,30000,500,60,D
2116,61,8772,Breclav,30000,833,36,C
68,40,8743,Brno - venkov,30000,833,36,C
944,27,8899,Nymburk,30000,2500,12,A
5705,29,8994,Olomouc,30000,833,36,C
1549,46,8965,Louny,30000,1250,24,C
1300,60,9104,Tabor,30000,2500,12,A
6064,52,9104,Tabor,30000,2500,12,A
1210,52,9538,Pardubice,30000,1250,24,C
5465,29,8388,Havlickuv Brod,30000,500,60,D
5970,59,10673,Ostrava - mesto,30000,833,36,A
1439,54,8402,Prachatice,30000,1250,24,C
1097,29,9920,Melnik,30000,1250,24,C
2086,43,8173,Jesenik,30000,625,48,D
490,30,8909,Vsetin,30000,500,60,C
3933,45,9624,Zlin,30000,833,36,A
44,52,8402,Prachatice,30000,2500,12,A
5285,62,8114,Pelhrimov,30000,833,36,C
21,27,8388,Havlickuv Brod,30000,625,48,C
1148,30,10124,Praha - vychod,30000,1250,24,C
5383,53,8561,Plzen - jih,30000,500,60,C
5214,59,9317,Teplice,30000,2500,12,C
2932,49,8757,Jihlava,30000,500,60,C
2265,38,8240,Blansko,30000,500,60,D
417,57,9307,Kolin,30000,1250,24,A
31,34,8598,Rakovnik,30000,500,60,C
2929,65,9675,Chomutov,30000,2500,12,A
5474,29,8388,Havlickuv Brod,30000,833,36,D
4433,41,8363,Usti nad Orlici,30000,500,60,D
5713,43,12541,Praha,30000,2500,12,A
5107,56,8402,Prachatice,30000,625,48,C
6035,62,8899,Nymburk,30000,833,36,C
5599,21,12541,Praha,30000,1250,24,C
4338,32,10673,Ostrava - mesto,30000,625,48,C
5464,29,8388,Havlickuv Brod,30000,500,60,D
1758,21,8965,Louny,30000,500,60,C
5349,48,10177,Karvina,30000,1250,24,D
2447,21,10673,Ostrava - mesto,30000,625,48,C
2614,49,8444,Kromeriz,30000,2500,12,A
456,48,8363,Usti nad Orlici,30000,2500,12,A
5677,20,8254,Chrudim,30000,833,36,D
3576,48,12541,Praha,30000,500,60,C
4037,24,12541,Praha,30000,500,60,D
2236,46,12541,Praha,30000,833,36,C
1752,33,12541,Praha,30000,500,60,C
818,27,8507,Benesov,30000,625,48,C
1128,58,8507,Benesov,30000,833,36,C
2027,23,8444,Kromeriz,30000,500,60,C
2346,52,8757,Jihlava,30000,625,48,C
1805,22,8369,Nachod,30000,625,48,C
4968,36,8980,Beroun,30000,2500,12,A
4858,63,8546,Kutna Hora,30000,1250,24,C
5888,34,9897,Brno,30000,625,48,C
2896,51,10673,Ostrava - mesto,30000,500,60,C
1163,31,10787,Plzen,30000,1250,24,A
1860,57,8547,Strakonice,30000,500,60,C
5953,49,8705,Decin,30000,1250,24,A
2158,30,9065,Litomerice,30000,500,60,C
1587,40,9065,Litomerice,30000,1250,24,C
2331,30,8388,Havlickuv Brod,30000,625,48,C
4777,38,9893,Frydek - Mistek,30000,2500,12,A
2709,23,8444,Kromeriz,30000,500,60,C
5538,49,9897,Brno,30000,625,48,B
2226,35,12541,Praha,30000,2500,12,A
5224,56,9624,Zlin,30000,500,60,C
2663,40,8624,Cheb,30000,625,48,C
1702,49,12541,Praha,30000,833,36,C
2571,43,10177,Karvina,30000,625,48,D
1050,38,8965,Louny,30000,1250,24,A
4690,41,9753,Kladno,30000,833,36,C
5384,45,8254,Chrudim,30000,833,36,C
3515,45,10787,Plzen,30000,625,48,C
3101,34,9060,Rychnov nad Kneznou,30000,500,60,C
3767,26,8991,Karlovy Vary,30000,500,60,C
4685,26,8991,Karlovy Vary,30000,833,36,C
3064,20,9307,Kolin,30000,500,60,C
4693,30,8544,Uherske Hradiste,30000,500,60,C
2820,53,9650,Sokolov,30000,2500,12,B
244,58,8965,Louny,30000,500,60,C
4709,40,8624,Cheb,30000,625,48,C
5446,20,8754,Pribram,30000,500,60,C
404,32,8965,Louny,30000,833,36,C
2345,60,12541,Praha,30000,625,48,A
110,57,8240,Blansko,30000,833,36,C
2057,55,9317,Teplice,30000,2500,12,A
3277,48,10673,Ostrava - mesto,30000,500,60,C
3898,60,10177,Karvina,30000,1250,24,A
1385,27,8388,Havlickuv Brod,30000,625,48,C
2271,61,8561,Plzen - jih,30000,833,36,C
1847,24,12541,Praha,30000,2500,12,A
1411,29,8746,Opava,30000,500,60,C
3985,48,10177,Karvina,30000,1250,24,D
243,52,10673,Ostrava - mesto,30000,1250,24,C
2459,59,8678,Novy Jicin,30000,1250,24,C
1691,47,12541,Praha,30000,625,48,A
4139,29,8746,Opava,30000,500,60,C
2754,39,9893,Frydek - Mistek,30000,500,60,C
3822,61,8754,Pribram,30000,833,36,C
486,20,8598,Rakovnik,30000,1250,24,A
1169,25,8444,Kromeriz,30000,1250,24,C
1857,39,8843,Rokycany,30000,500,60,C
384,35,10673,Ostrava - mesto,30000,1250,24,C
2624,32,12541,Praha,30000,625,48,C
174,53,8512,Zdar nad Sazavou,30000,2500,12,C
3265,63,8968,Pisek,30000,833,36,C
4764,20,8754,Pribram,30000,500,60,C
2120,60,9675,Chomutov,30000,1250,24,C
4191,34,12541,Praha,30000,833,36,C
1080,21,9425,Hradec Kralove,30000,833,36,C
4100,33,8254,Chrudim,30000,833,36,D
2429,36,9920,Melnik,30000,2500,12,C
5588,49,8594,Plzen - sever,30000,500,60,C
647,65,9675,Chomutov,30000,2500,12,A
5991,38,9060,Rychnov nad Kneznou,30000,1250,24,A
868,47,9060,Rychnov nad Kneznou,30000,2500,12,C
996,31,9045,Cesky Krumlov,30000,625,48,C
1584,58,12541,Praha,30000,833,36,C
1929,52,9104,Tabor,30000,2500,12,A
1935,30,8930,Tachov,30000,1250,24,A
6062,21,9920,Melnik,30000,625,48,C
324,22,9307,Kolin,30000,1250,24,B
450,56,9624,Zlin,30000,500,60,C
5618,47,8363,Usti nad Orlici,30000,833,36,C
5581,31,8173,Jesenik,30000,625,48,D
1945,61,11277,Mlada Boleslav,30000,500,60,C
1757,29,9307,Kolin,30000,833,36,A
4831,50,8363,Usti nad Orlici,30000,500,60,C
158,50,8288,Vyskov,30000,833,36,A
1624,53,8772,Breclav,30000,500,60,C
588,32,9104,Tabor,30000,2500,12,A
3695,30,8388,Havlickuv Brod,30000,625,48,C
2216,29,8980,Beroun,30000,500,60,C
5117,32,12541,Praha,30000,1250,24,A
3433,35,9897,Brno,30000,500,60,C
5334,43,8444,Kromeriz,30000,1250,24,C
967,30,8388,Havlickuv Brod,30000,625,48,C
4422,57,8598,Rakovnik,30000,2500,12,A
2775,29,8746,Opava,30000,500,60,C
5718,38,8240,Blansko,30000,500,60,D
203,49,8899,Nymburk,30000,1250,24,A
4824,42,9065,Litomerice,30000,500,60,C
67,54,8965,Louny,30000,833,36,A
4022,42,9897,Brno,30000,1250,24,B
5452,21,9920,Melnik,30000,1250,24,C
5191,57,9307,Kolin,30000,1250,24,A
1577,36,8980,Beroun,30000,500,60,D
1562,36,8288,Vyskov,30000,833,36,C
4866,53,9650,Sokolov,30000,2500,12,B
2593,59,9065,Litomerice,30000,625,48,C
4119,35,8441,Prostejov,30000,500,60,D
2778,42,9065,Litomerice,30000,500,60,C
3524,23,9897,Brno,30000,833,36,C
2212,48,12541,Praha,30000,500,60,C
1735,38,8980,Beroun,30000,625,48,C
5693,36,8980,Beroun,30000,2500,12,A
1867,48,9538,Pardubice,30000,625,48,C
5377,35,8743,Brno - venkov,30000,1250,24,A
2656,45,8254,Chrudim,30000,833,36,C
3385,47,8427,Jindrichuv Hradec,30000,833,36,C
3035,51,8743,Brno - venkov,30000,2500,12,A
1218,62,8899,Nymburk,30000,833,36,C
1400,44,12541,Praha,30000,2500,12,A
2647,30,8544,Uherske Hradiste,30000,500,60,C
2251,23,8187,Svitavy,30000,1250,24,C
636,22,12541,Praha,30000,2500,12,C
4277,46,8965,Louny,30000,1250,24,C
952,43,10177,Karvina,30000,625,48,C
279,32,9045,Cesky Krumlov,30000,2500,12,A
3897,25,8444,Kromeriz,30000,1250,24,C
999,40,8594,Plzen - sever,30000,833,36,C
1855,21,12541,Praha,30000,625,48,C
5273,45,8507,Benesov,30000,500,60,C
143,34,10177,Karvina,30000,500,60,C
1643,32,9045,Cesky Krumlov,30000,2500,12,A
3543,50,8991,Karlovy Vary,30000,1250,24,C
1969,31,8620,Domazlice,30000,1250,24,C
2146,21,12541,Praha,30000,1250,24,C
1015,56,8402,Prachatice,30000,625,48,C
5852,60,8909,Vsetin,30000,500,60,B
33,58,9272,Ceska Lipa,30000,1250,24,A
3562,64,12541,Praha,30000,625,48,C
2530,63,8187,Svitavy,30000,2500,12,D
2044,55,12541,Praha,30000,500,60,C
780,50,8402,Prachatice,30000,500,60,C
3979,34,8544,Uherske Hradiste,30000,625,48,C
5921,55,12541,Praha,30000,1250,24,A
2050,48,8547,Strakonice,30000,500,60,D
5648,42,12541,Praha,30000,2500,12,A
5037,53,8561,Plzen - jih,30000,625,48,C
5723,29,11277,Mlada Boleslav,30000,833,36,C
5317,39,8173,Jesenik,30000,1250,24,C
5838,29,8388,Havlickuv Brod,30000,500,60,D
4316,29,11277,Mlada Boleslav,30000,833,36,C
1974,45,8254,Chrudim,30000,833,36,C
3687,38,8994,Olomouc,30000,625,48,D
1527,48,8720,Hodonin,30000,625,48,C
4320,23,8720,Hodonin,30000,625,48,C
445,50,8402,Prachatice,30000,1250,24,C
5335,49,8746,Opava,30000,500,60,C
3465,55,8403,Znojmo,30000,1250,24,A
792,57,8240,Blansko,30000,833,36,C
1842,32,9065,Litomerice,30000,1250,24,A
269,47,8288,Vyskov,30000,1250,24,C
5552,25,10177,Karvina,30000,833,36,C
948,30,8899,Nymburk,30000,2500,12,A
3789,25,8187,Svitavy,30000,833,36,C
628,42,10177,Karvina,30000,625,48,C
5411,24,9622,Praha - zapad,30000,833,36,A
2381,52,8814,Trebic,30000,500,60,C
5067,42,12541,Praha,30000,833,36,C
784,43,8546,Kutna Hora,30000,2500,12,B
3580,29,8980,Beroun,30000,500,60,C
1992,42,10177,Karvina,30000,625,48,C
5935,51,9104,Tabor,30000,500,60,C
5235,50,8173,Jesenik,30000,1250,24,A
3803,29,9307,Kolin,30000,833,36,A
3679,47,8288,Vyskov,30000,1250,24,C
1052,47,10787,Plzen,30000,500,60,C
3075,37,8390,Jicin,30000,500,60,C
22,53,8369,Nachod,30000,500,60,C
5196,55,12541,Praha,30000,1250,24,A
4911,21,8705,Decin,30000,1250,24,A
449,42,8624,Cheb,30000,625,48,A
6057,60,10177,Karvina,30000,2500,12,A
5078,58,8819,Prerov,30000,500,60,C
5725,40,12541,Praha,30000,2500,12,C
2566,28,12541,Praha,30000,500,60,C
192,48,10673,Ostrava - mesto,30000,2500,12,B
2599,26,10177,Karvina,30000,2500,12,A
4349,28,8991,Karlovy Vary,30000,1250,24,A
2829,43,9272,Ceska Lipa,30000,833,36,C
1770,21,8173,Jesenik,30000,500,60,C
1583,38,8240,Blansko,30000,500,60,D
4443,43,8720,Hodonin,30000,625,48,A
4480,33,12541,Praha,30000,500,60,C
4357,34,8980,Beroun,30000,1250,24,D
4832,21,8390,Jicin,30000,833,36,C
925,52,10673,Ostrava - mesto,30000,1250,24,C
1344,26,8994,Olomouc,30000,833,36,A
1379,29,8965,Louny,30000,833,36,C
5382,34,8965,Louny,30000,1250,24,C
3722,34,8208,Semily,30000,500,60,C
4372,48,8363,Usti nad Orlici,30000,1250,24,A
3396,37,8444,Kromeriz,30000,833,36,A
3205,27,8444,Kromeriz,30000,500,60,C
375,22,10177,Karvina,30000,2500,12,A
5072,36,8994,Olomouc,30000,625,48,C
1253,30,8930,Tachov,30000,1250,24,A
3944,54,10787,Plzen,30000,500,60,D
246,32,10673,Ostrava - mesto,30000,625,48,C
3974,35,9624,Zlin,30000,625,48,C
316,51,9317,Teplice,30000,500,60,C
4973,38,8388,Havlickuv Brod,30000,625,48,C
2808,38,8187,Svitavy,30000,625,48,C
313,30,8254,Chrudim,30000,1250,24,A
1598,62,8187,Svitavy,30000,1250,24,D
2898,29,8980,Beroun,30000,500,60,C
5824,29,8994,Olomouc,30000,833,36,C
5234,40,10177,Karvina,30000,2500,12,A
4031,31,12541,Praha,30000,500,60,C
3049,47,9538,Pardubice,30000,833,36,C
2849,20,12541,Praha,30000,833,36,C
3244,28,9624,Zlin,30000,625,48,C
3644,62,8187,Svitavy,30000,1250,24,D
3880,28,8899,Nymburk,30000,1250,24,A
3431,27,8388,Havlickuv Brod,30000,625,48,C
207,22,9060,Rychnov nad Kneznou,30000,500,60,C
4137,23,8994,Olomouc,30000,1250,24,A
3850,59,9317,Teplice,30000,2500,12,C
1619,32,8114,Pelhrimov,30000,833,36,C
2078,44,10177,Karvina,30000,625,48,C
1301,40,8743,Brno - venkov,30000,833,36,A
402,40,9832,Usti nad Labem,30000,1250,24,A
3401,53,12541,Praha,30000,2500,12,A
89,49,8594,Plzen - sever,30000,500,60,C
631,36,8743,Brno - venkov,30000,625,48,C
4467,22,10177,Karvina,30000,2500,12,A
3235,58,10673,Ostrava - mesto,30000,833,36,B
6118,40,8743,Brno - venkov,30000,833,36,A
2942,43,12541,Praha,30000,2500,12,A
5098,22,9307,Kolin,30000,1250,24,B
2554,29,9624,Zlin,30000,1250,24,A
309,28,8994,Olomouc,30000,833,36,A
4537,50,8402,Prachatice,30000,1250,24,C
115,43,8444,Kromeriz,30000,1250,24,C
468,33,8561,Plzen - jih,30000,2500,12,A
4910,27,8507,Benesov,30000,625,48,C
3588,20,8254,Chrudim,30000,833,36,D
4034,47,8512,Zdar nad Sazavou,30000,1250,24,A
2742,56,10177,Karvina,30000,2500,12,C
1848,63,8187,Svitavy,30000,2500,12,D
1664,52,8757,Jihlava,30000,625,48,C
3529,47,8363,Usti nad Orlici,30000,833,36,C
25,63,8994,Olomouc,30000,2500,12,C
4244,64,12541,Praha,30000,625,48,C
5026,29,8441,Prostejov,30000,833,36,A
5697,36,8288,Vyskov,30000,833,36,C
6073,43,9622,Praha - zapad,30000,1250,24,C
3229,55,8624,Cheb,30000,2500,12,A
2247,65,9675,Chomutov,30000,2500,12,A
5988,42,8541,Trutnov,30000,500,60,C
5973,50,8746,Opava,30000,500,60,D
4133,45,8427,Jindrichuv Hradec,30000,2500,12,A
819,21,8705,Decin,30000,1250,24,A
1023,41,8363,Usti nad Orlici,30000,500,60,D
3082,62,12541,Praha,30000,1250,24,A
3613,49,8899,Nymburk,30000,1250,24,A
4104,61,8512,Zdar nad Sazavou,30000,2500,12,A
1085,34,9198,Liberec,30000,625,48,C
2067,27,8388,Havlickuv Brod,30000,625,48,C
1001,60,8369,Sumperk,30000,625,48,C
1978,47,10045,Ceske Budejovice,30000,625,48,C
3937,29,8994,Olomouc,30000,625,48,C
441,22,8369,Nachod,30000,625,48,C
5802,54,9897,Brno,30000,2500,12,C
963,36,9538,Pardubice,30000,833,36,C
1338,40,8554,Klatovy,30000,500,60,C
5770,45,11277,Mlada Boleslav,30000,1250,24,C
4944,29,8980,Beroun,30000,500,60,C
1170,60,10177,Karvina,30000,1250,24,A
2051,60,8402,Prachatice,30000,625,48,C
5354,56,8369,Sumperk,30000,833,36,C
2631,57,8363,Usti nad Orlici,30000,625,48,C
3621,32,12541,Praha,30000,500,60,D
5386,42,9897,Brno,30000,1250,24,B
4857,43,8930,Tachov,30000,2500,12,A
3612,59,8427,Jindrichuv Hradec,30000,625,48,C
514,20,10177,Karvina,30000,2500,12,A
1056,42,8930,Tachov,30000,1250,24,B
1628,25,12541,Praha,30000,1250,24,C
436,51,9104,Tabor,30000,500,60,C
4849,54,8402,Prachatice,30000,1250,24,C
932,39,12541,Praha,30000,2500,12,A
2984,38,8390,Jicin,30000,500,60,C
3500,47,8930,Tachov,30000,833,36,C
1062,24,8814,Trebic,30000,2500,12,A
4157,58,8544,Uherske Hradiste,30000,625,48,C
2626,56,8369,Sumperk,30000,833,36,C
6008,38,8369,Nachod,30000,500,60,C
2355,28,8994,Olomouc,30000,833,36,A
2096,42,9065,Litomerice,30000,500,60,C
5429,45,8254,Chrudim,30000,500,60,C
5652,27,9624,Zlin,30000,625,48,C
1656,61,8547,Strakonice,30000,833,36,D
6177,21,9920,Melnik,30000,1250,24,C
808,60,8899,Nymburk,30000,2500,12,A
4897,44,8541,Trutnov,30000,1250,24,C
5840,41,8363,Usti nad Orlici,30000,500,60,D
1190,29,9624,Zlin,30000,1250,24,A
4021,35,8561,Plzen - jih,30000,2500,12,C
2501,23,8867,Jablonec n. Nisou,30000,2500,12,A
4236,44,8594,Plzen - sever,30000,833,36,A
286,49,8187,Svitavy,30000,1250,24,A
1157,42,9897,Brno,30000,500,60,C
140,20,9893,Frydek - Mistek,30000,1250,24,A
2703,47,8427,Jindrichuv Hradec,30000,833,36,C
6116,40,8624,Cheb,30000,625,48,C
2395,56,8561,Plzen - jih,30000,625,48,C
4145,25,10177,Karvina,30000,833,36,C
3002,47,9897,Brno,30000,500,60,C
2362,51,9317,Teplice,30000,500,60,C
2019,45,8254,Chrudim,30000,500,60,C
816,51,8598,Rakovnik,30000,833,36,C
2958,62,8363,Usti nad Orlici,30000,625,48,C
4877,30,12541,Praha,30000,1250,24,C
711,59,9897,Brno,30000,625,48,D
4454,37,9897,Brno,30000,1250,24,C
5022,44,8746,Opava,30000,2500,12,A
4701,53,8561,Plzen - jih,30000,500,60,C
5562,55,9893,Frydek - Mistek,30000,625,48,C
4753,42,9272,Ceska Lipa,30000,1250,24,C
1991,24,12541,Praha,30000,500,60,D
5208,25,8444,Kromeriz,30000,625,48,C
4800,39,9893,Frydek - Mistek,30000,500,60,C
5212,30,8544,Uherske Hradiste,30000,625,48,C
1885,53,8288,Vyskov,30000,500,60,C
2090,52,8402,Prachatice,30000,2500,12,A
2569,45,9624,Zlin,30000,833,36,A
4474,34,8546,Kutna Hora,30000,2500,12,C
4821,29,8746,Opava,30000,500,60,C
5984,24,8930,Tachov,30000,833,36,A
3946,62,8899,Nymburk,30000,833,36,C
1673,28,8994,Olomouc,30000,833,36,A
1843,35,8390,Jicin,30000,833,36,A
3483,43,8402,Prachatice,30000,1250,24,A
2561,21,12541,Praha,30000,625,48,C
5059,30,8388,Havlickuv Brod,30000,625,48,C
238,33,8757,Jihlava,30000,500,60,C
2020,40,8554,Klatovy,30000,500,60,C
36,44,12541,Praha,30000,2500,12,A
1185,48,9538,Pardubice,30000,625,48,C
5886,24,8427,Jindrichuv Hradec,30000,833,36,B
2060,56,10177,Karvina,30000,2500,12,C
2283,41,8512,Zdar nad Sazavou,30000,1250,24,A
4961,28,8444,Kromeriz,30000,625,48,D
4580,60,10177,Karvina,30000,1250,24,A
2073,35,8441,Prostejov,30000,500,60,D
3563,27,9624,Zlin,30000,625,48,C
3457,29,8746,Opava,30000,500,60,C
4528,51,9104,Tabor,30000,500,60,C
4369,38,8994,Olomouc,30000,625,48,D
4445,60,8909,Vsetin,30000,500,60,B
927,54,8173,Jesenik,30000,2500,12,A
3309,61,11277,Mlada Boleslav,30000,500,60,C
914,40,9897,Brno,30000,625,48,C
1091,29,12541,Praha,30000,625,48,C
9,50,9104,Tabor,30000,625,48,C
2502,48,8363,Usti nad Orlici,30000,2500,12,A
342,30,10673,Ostrava - mesto,30000,625,48,C
1360,21,9920,Melnik,30000,1250,24,C
6172,53,12541,Praha,30000,2500,12,A
5122,36,9045,Cesky Krumlov,30000,625,48,B
3397,41,8819,Prerov,30000,833,36,A
2821,32,8369,Nachod,30000,833,36,A
1943,59,8814,Trebic,30000,1250,24,A
4780,56,8427,Jindrichuv Hradec,30000,1250,24,A
4401,28,8994,Olomouc,30000,833,36,A
5258,63,8187,Svitavy,30000,2500,12,D
2619,30,8403,Znojmo,30000,625,48,C
4490,21,9425,Hradec Kralove,30000,833,36,C
3723,30,8254,Chrudim,30000,1250,24,A
4113,27,8388,Havlickuv Brod,30000,625,48,C
1762,21,9425,Hradec Kralove,30000,833,36,C
3793,36,9920,Melnik,30000,2500,12,C
2014,58,8403,Znojmo,30000,833,36,C
1703,29,8388,Havlickuv Brod,30000,500,60,D
5174,31,8980,Beroun,30000,1250,24,C
2822,26,8594,Plzen - sever,30000,625,48,C
3714,58,8819,Prerov,30000,500,60,C
942,53,8772,Breclav,30000,500,60,C
3236,29,9624,Zlin,30000,1250,24,A
2825,60,10045,Ceske Budejovice,30000,833,36,A
1697,56,8402,Prachatice,30000,625,48,C
2075,59,9897,Brno,30000,625,48,D
1008,46,8720,Hodonin,30000,625,48,C
3672,27,8899,Nymburk,30000,2500,12,A
357,26,8991,Karlovy Vary,30000,500,60,C
322,26,8512,Zdar nad Sazavou,30000,500,60,C
5839,61,10045,Ceske Budejovice,30000,625,48,C
1509,46,8705,Decin,30000,2500,12,C
5580,32,8173,Jesenik,30000,1250,24,C
5681,23,8965,Louny,30000,625,48,C
5324,21,8720,Hodonin,30000,2500,12,A
4123,34,8598,Rakovnik,30000,500,60,C
4007,57,8114,Pelhrimov,30000,2500,12,A
6011,54,8512,Zdar nad Sazavou,30000,2500,12,A
2922,36,8980,Beroun,30000,2500,12,A
2886,50,8288,Vyskov,30000,833,36,A
3479,56,8743,Brno - venkov,30000,2500,12,C
5941,42,12541,Praha,30000,1250,24,C
3175,32,10673,Ostrava - mesto,30000,1250,24,A
5169,37,8994,Olomouc,30000,500,60,D
5546,29,8746,Opava,30000,500,60,C
6137,38,12541,Praha,30000,1250,24,C
5287,29,8240,Blansko,30000,500,60,C
2555,38,8369,Nachod,30000,500,60,C
323,52,8991,Karlovy Vary,30000,1250,24,B
2099,25,10177,Karvina,30000,833,36,C
84,63,8546,Kutna Hora,30000,1250,24,C
1277,36,11277,Mlada Boleslav,30000,833,36,C
589,36,8561,Plzen - jih,30000,500,60,C
1355,53,12541,Praha,30000,2500,12,A
1680,51,9317,Teplice,30000,500,60,C
3868,49,8624,Cheb,30000,625,48,C
2098,34,8546,Kutna Hora,30000,500,60,C
16,60,8772,Breclav,30000,625,48,A
4802,43,8843,Rokycany,30000,625,48,C
5528,59,9897,Brno,30000,625,48,D
4647,62,8444,Kromeriz,30000,1250,24,C
3669,56,9893,Frydek - Mistek,30000,833,36,C
460,40,10177,Karvina,30000,2500,12,A
4106,56,10177,Karvina,30000,2500,12,C
5845,43,8980,Beroun,30000,2500,12,A
3066,49,12541,Praha,30000,833,36,C
408,55,8720,Hodonin,30000,625,48,C
3100,54,8754,Pribram,30000,2500,12,A
906,29,11277,Mlada Boleslav,30000,833,36,C
5816,40,8594,Plzen - sever,30000,833,36,C
599,54,8369,Sumperk,30000,625,48,C
1003,47,9538,Pardubice,30000,833,36,C
3271,39,8173,Jesenik,30000,1250,24,C
5542,40,9307,Kolin,30000,500,60,C
1817,30,8441,Prostejov,30000,1250,24,B
1307,54,8390,Jicin,30000,500,60,C
4092,38,8110,Bruntal,30000,1250,24,A
488,60,10177,Karvina,30000,1250,24,A
1224,53,8994,Olomouc,30000,2500,12,B
2755,35,8441,Prostejov,30000,500,60,D
4187,58,9893,Frydek - Mistek,30000,500,60,C
1883,39,8544,Uherske Hradiste,30000,1250,24,C
1722,26,8402,Prachatice,30000,625,48,D
2793,58,8544,Uherske Hradiste,30000,625,48,C
5630,36,8843,Rokycany,30000,625,48,C
1550,47,9060,Rychnov nad Kneznou,30000,2500,12,C
5178,32,8965,Louny,30000,833,36,C
1972,34,8965,Louny,30000,1250,24,C
1445,32,8173,Jesenik,30000,1250,24,C
4090,55,12541,Praha,30000,500,60,C
1230,39,9622,Praha - zapad,30000,2500,12,A
40,43,8173,Jesenik,30000,625,48,D
1421,50,8363,Usti nad Orlici,30000,500,60,C
5790,34,12541,Praha,30000,833,36,C
1732,38,8965,Louny,30000,1250,24,A
3432,53,8369,Nachod,30000,500,60,C
5615,63,10673,Ostrava - mesto,30000,833,36,C
2696,58,8403,Znojmo,30000,833,36,C
3503,32,8369,Nachod,30000,833,36,A
303,54,9897,Brno,30000,2500,12,C
4516,38,9893,Frydek - Mistek,30000,2500,12,A
4541,42,8624,Cheb,30000,625,48,A
1502,42,8187,Svitavy,30000,1250,24,C
5366,29,8441,Prostejov,30000,500,60,C
